episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
93212493,2026-08-15T05:32:21.4754450,3202.103472,3125.977904,6404.206944,2,30633718
93454366,2026-08-15T23:36:54.2332348,3200.604195,3143.598204,6401.208389,2,30602988
93238403,2026-08-15T07:28:20.6297110,3199.150415,3123.387664,6398.300831,2,30574484
93448154,2026-08-15T23:08:54.4512409,3199.031077,3133.672844,6398.062153,2,30520453
93273309,2026-08-15T10:04:19.9726393,3198.771867,3124.839944,6397.543733,2,30532452
93221407,2026-08-15T06:12:21.6884140,3198.389472,3116.315428,6396.778945,2,30700512
93247305,2026-08-15T08:08:24.1633069,3197.408268,3117.614386,6394.816536,2,32164757
93435805,2026-08-15T22:12:51.7382145,3196.177682,3122.459726,6392.355364,2,31423866
93175956,2026-08-15T02:48:21.0641577,3196.070245,3122.104887,6392.140490,2,30580107
93283194,2026-08-15T10:48:20.4460379,3194.267353,3113.563772,6388.534707,2,30620083
93148715,2026-08-15T00:48:20.8468722,3192.807388,3122.351499,6385.614775,2,30565444
93316221,2026-08-15T13:16:22.3503625,3192.481564,3104.939736,6384.963129,2,32068672
93429568,2026-08-15T21:44:54.3347558,3191.196413,3114.935121,6382.392826,2,30542959
93230335,2026-08-15T06:52:21.9759749,3189.954583,3097.450737,6379.909166,2,31601291
93415441,2026-08-15T20:40:53.7895236,3188.468740,3093.889532,6376.937481,2,30464797
93166130,2026-08-15T02:04:21.1645470,3187.959411,3108.314981,6375.918821,2,30523647
93422532,2026-08-15T21:12:54.3566406,3187.858365,3100.693021,6375.716730,2,30533267
93194769,2026-08-15T04:12:20.6458677,3183.532390,3092.959535,6367.064780,2,30315867
93185757,2026-08-15T03:32:20.6888692,3181.206613,3090.346033,6362.413226,2,30584550
93255405,2026-08-15T08:44:19.9575157,3180.803282,3082.534991,6361.606563,2,30708607
93364654,2026-08-15T16:52:53.7481799,3179.721893,3074.153589,6359.443785,2,30694349
93339612,2026-08-15T15:00:53.3500645,3178.797801,3074.983731,6357.595602,2,30692626
93377164,2026-08-15T17:48:52.9571749,3178.736232,3080.672868,6357.472465,2,30616408
93388749,2026-08-15T18:40:56.9364718,3178.085562,3077.550106,6356.171124,2,30620172
93294733,2026-08-15T11:40:20.1853754,3178.018893,3079.208966,6356.037787,2,30503868
93454353,2026-08-15T23:36:54.1819373,3177.997614,3134.634828,6355.995228,2,30518166
93399362,2026-08-15T19:28:54.8930175,3175.377670,3070.404636,6350.755340,2,30609892
93157132,2026-08-15T01:24:21.1941296,3175.179358,3085.047458,6350.358715,2,30540858
93203626,2026-08-15T04:52:20.8288186,3171.630549,3067.410326,6343.261097,2,30477109
93140346,2026-08-15T00:09:17.4417309,3170.085933,3079.428698,6340.171865,2,31043483
93435799,2026-08-15T22:12:51.7327642,3167.457393,3124.897659,6334.914787,2,30647175
93435804,2026-08-15T22:12:51.7375808,3166.238427,3119.302534,6332.476854,2,30688948
93316226,2026-08-15T13:16:22.3543826,3162.863594,3107.046619,6325.727188,2,30730086
93429566,2026-08-15T21:44:54.3342731,3161.797679,3107.369118,6323.595357,2,30541311
93441991,2026-08-15T22:40:55.7748915,3160.540684,3049.575266,6321.081368,2,30560691
93388751,2026-08-15T18:40:56.9385447,3159.124490,3094.283410,6318.248980,2,31533915
93273307,2026-08-15T10:04:19.9703104,3158.645501,3112.825833,6317.291003,2,30800504
93294734,2026-08-15T11:40:20.1866747,3157.735887,3102.375146,6315.471774,2,30786004
93263506,2026-08-15T09:20:20.1380510,3156.684566,3112.093289,6313.369132,2,30630978
93283193,2026-08-15T10:48:20.4454410,3156.399564,3105.295274,6312.799128,2,30704159
93240207,2026-08-15T07:36:23.4283430,3155.733543,3119.903370,6311.467085,2,30653840
93339617,2026-08-15T15:00:53.3552542,3154.892463,3086.106341,6309.784926,2,30564578
93257183,2026-08-15T08:52:32.9801597,3153.910864,3109.770767,6307.821728,2,30636897
93305490,2026-08-15T12:28:20.4366521,3151.359970,3086.946938,6302.719939,2,30673940
93249113,2026-08-15T08:16:22.8522963,3151.059576,3107.306185,6302.119152,2,30563368
93422533,2026-08-15T21:12:54.3589554,3150.594042,3078.285748,6301.188085,2,30741296
93408300,2026-08-15T20:08:52.4369179,3150.153517,3072.206040,6300.307034,2,30808299
93457064,2026-08-15T23:48:52.9301546,3149.360038,3084.457883,6298.720076,2,30644533
93352116,2026-08-15T15:56:56.1739429,3149.331157,3082.173997,6298.662315,2,32167011
93448149,2026-08-15T23:08:54.4489393,3147.616182,3077.132608,6295.232364,2,30741197
93223214,2026-08-15T06:20:21.9473091,3147.312050,3112.791492,6294.624101,2,30601875
93327883,2026-08-15T14:08:51.7950484,3147.290303,3073.464788,6294.580606,2,30702234
93294732,2026-08-15T11:40:20.1843185,3145.621676,3081.066852,6291.243352,2,30747657
93364658,2026-08-15T16:52:53.7551379,3145.320953,3071.712912,6290.641907,2,30734558
93377165,2026-08-15T17:48:52.9582639,3144.897257,3068.494077,6289.794515,2,30537868
93415440,2026-08-15T20:40:53.7901081,3141.629023,3062.828966,6283.258047,2,30508826
93441989,2026-08-15T22:40:55.7728973,3140.579287,3065.578223,6281.158574,2,31487370
93177718,2026-08-15T02:56:28.0750670,3140.548163,3122.084415,6281.096326,2,30664656
93206244,2026-08-15T05:04:19.8915471,3140.527011,3105.987024,6281.054023,2,30634282
93263507,2026-08-15T09:20:20.1390031,3139.750088,2999.327130,6279.500177,2,30647977
93232089,2026-08-15T07:00:21.9668407,3138.418212,3091.836446,6276.836424,2,30586095
93232088,2026-08-15T07:00:21.9663431,3138.418212,3088.757002,6276.836424,2,30712873
93158914,2026-08-15T01:32:20.7799565,3136.653627,3121.346252,6273.307255,2,32086229
93305487,2026-08-15T12:28:20.4312681,3136.579218,2995.241926,6273.158436,2,30461810
93214348,2026-08-15T05:40:22.2648853,3134.295072,3090.281470,6268.590143,2,30738482
93197318,2026-08-15T04:24:22.1355640,3133.746657,3095.949662,6267.493314,2,30677980
93352109,2026-08-15T15:56:56.1547488,3133.412050,2983.251507,6266.824100,2,30505098
93194617,2026-08-15T04:12:20.4380029,3132.167764,3096.220039,6264.335527,2,30698138
93399364,2026-08-15T19:28:54.8983302,3124.262577,3022.757839,6248.525154,2,31971092
93193710,2026-08-15T04:08:20.4929256,3122.029231,3079.424697,6244.058461,2,30675522
93327876,2026-08-15T14:08:51.7877620,3121.125915,2961.393319,6242.251830,2,30582133
93203638,2026-08-15T04:52:20.8409895,3117.417891,3109.510370,6234.835783,2,30655801
93149712,2026-08-15T00:52:21.2417101,3114.640000,3102.687538,6229.280001,2,30475438
93158912,2026-08-15T01:32:20.7722311,3114.640000,3107.579414,6229.280001,2,30469389
93255404,2026-08-15T08:44:19.9567134,3114.163466,3113.008760,6228.326932,2,30574749
93408299,2026-08-15T20:08:52.4351588,3114.112521,2947.126256,6228.225042,2,30480623
