episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
92791997,2026-08-13T23:00:45.6711046,3196.963248,3161.466759,6393.926497,2,29327372
92765147,2026-08-13T21:03:06.3225966,3196.765058,3161.061126,6393.530117,2,30418612
92648052,2026-08-13T12:31:49.4652532,3196.451832,3152.662285,6392.903664,2,29681599
92521336,2026-08-13T03:27:49.0493762,3196.386039,3148.326781,6392.772077,2,31669886
92557594,2026-08-13T06:03:47.5138642,3195.878044,3147.543327,6391.756089,2,30944936
92730021,2026-08-13T18:27:41.7265817,3194.516772,3146.731269,6389.033545,2,31024630
92570664,2026-08-13T06:59:43.0235890,3193.758240,3149.575933,6387.516480,2,30321022
92534349,2026-08-13T04:23:45.6530355,3192.761422,3147.395927,6385.522844,2,31051370
92508348,2026-08-13T02:31:43.6122539,3192.215673,3143.111072,6384.431345,2,30676928
92498144,2026-08-13T01:47:44.2250552,3191.444305,3144.663578,6382.888610,2,31166401
92488785,2026-08-13T01:07:44.3113564,3190.941656,3146.819928,6381.883311,2,30629748
92692927,2026-08-13T15:43:59.5350826,3189.525838,3142.507880,6379.051676,2,31086839
92546351,2026-08-13T05:15:43.8067854,3187.489014,3133.882426,6374.978028,2,31009297
92480434,2026-08-13T00:31:44.1697076,3186.963682,3142.102509,6373.927365,2,30993831
92754114,2026-08-13T20:15:05.8060836,3185.895041,3133.375942,6371.790081,2,31105343
92775296,2026-08-13T21:47:01.5847297,3185.728869,3135.913665,6371.457737,2,31016331
92606093,2026-08-13T09:31:46.9280373,3185.274455,3136.197008,6370.548909,2,31165938
92585621,2026-08-13T08:03:48.8077614,3183.824610,3126.833299,6367.649220,2,31021178
92784526,2026-08-13T22:28:44.8962099,3180.581526,3122.766086,6361.163052,2,30773257
92799399,2026-08-13T23:32:45.8430080,3180.511428,3134.891443,6361.022855,2,31068432
92670487,2026-08-13T14:07:52.9194018,3178.859936,3114.793012,6357.719871,2,31036124
92743035,2026-08-13T19:24:57.4246779,3175.721882,3116.028626,6351.443764,2,31026884
92714267,2026-08-13T17:16:10.9271026,3172.816215,3106.463001,6345.632430,2,31030843
92628475,2026-08-13T11:07:49.5168395,3171.104986,3105.216792,6342.209972,2,31017153
92725401,2026-08-13T18:04:08.3070992,3150.788518,3149.864116,6301.577037,2,31443444
92724517,2026-08-13T18:00:03.6124715,3149.802418,3148.652600,6299.604835,2,30695429
92551118,2026-08-13T05:35:43.6050933,3149.345472,3148.030457,6298.690944,2,29830061
92754113,2026-08-13T20:15:05.8027914,3149.012972,3147.233614,6298.025943,2,30889406
92775295,2026-08-13T21:47:01.5809665,3148.487395,3140.826740,6296.974791,2,29741118
92784532,2026-08-13T22:28:44.9015187,3148.081776,3140.634022,6296.163552,2,31255553
92628473,2026-08-13T11:07:49.5145913,3146.928465,3132.052442,6293.856931,2,30034992
92607973,2026-08-13T09:39:43.7769035,3145.951882,3138.076266,6291.903764,2,30018559
92765148,2026-08-13T21:03:06.3219770,3145.647187,3136.178395,6291.294373,2,30329878
92708754,2026-08-13T16:51:59.3281485,3145.533400,3143.967428,6291.066801,2,30584601
92587450,2026-08-13T08:11:43.9102856,3145.204435,3139.801977,6290.408869,2,31321678
92480435,2026-08-13T00:31:44.1690888,3145.155285,3144.685856,6290.310570,2,30166023
92488789,2026-08-13T01:07:44.3148393,3143.863611,3137.668767,6287.727223,2,29587448
92687276,2026-08-13T15:19:54.6196828,3142.952691,3131.911004,6285.905383,2,30202144
92572513,2026-08-13T07:07:44.2221110,3142.574535,3129.708673,6285.149071,2,31453587
92791999,2026-08-13T23:00:45.6836917,3142.447342,3128.563118,6284.894684,2,29984622
92498146,2026-08-13T01:47:44.2305646,3142.284260,3133.405203,6284.568519,2,29891280
92488784,2026-08-13T01:07:44.3108105,3141.177312,3137.748591,6282.354623,2,31286249
92488774,2026-08-13T01:07:44.3112891,3141.177312,3140.078314,6282.354623,2,31324444
92557593,2026-08-13T06:03:47.5130018,3140.956442,3138.609164,6281.912883,2,30777689
92775299,2026-08-13T21:47:01.5886879,3140.747873,3130.357680,6281.495747,2,29715984
92498145,2026-08-13T01:47:44.2271270,3137.305585,3128.404857,6274.611170,2,31153354
92508349,2026-08-13T02:31:43.6137222,3136.747358,3124.596741,6273.494717,2,31452741
92521337,2026-08-13T03:27:49.0507744,3135.157205,3116.387471,6270.314409,2,29773591
92630348,2026-08-13T11:15:51.1643925,3135.064354,3127.659532,6270.128708,2,31437890
92541672,2026-08-13T04:55:43.1524703,3134.942462,3114.533541,6269.884925,2,31207054
92508352,2026-08-13T02:31:43.6168074,3133.853906,3120.405238,6267.707813,2,30235557
92662038,2026-08-13T13:31:48.4282675,3133.236237,3117.478492,6266.472474,2,31448353
92625661,2026-08-13T10:55:51.9158112,3132.984434,3108.308946,6265.968869,2,29956048
92559458,2026-08-13T06:11:43.2444637,3132.647105,3131.374799,6265.294210,2,31453422
92754112,2026-08-13T20:15:05.8020358,3131.932318,3112.046855,6263.864636,2,31331121
92784525,2026-08-13T22:28:44.8951524,3131.796413,3118.567340,6263.592825,2,31451646
92537023,2026-08-13T04:35:43.2203100,3131.483998,3111.585060,6262.967996,2,31336521
92540742,2026-08-13T04:51:47.3371074,3131.316067,3119.292574,6262.632134,2,29436422
92508351,2026-08-13T02:31:43.6148362,3130.905030,3128.831139,6261.810060,2,31324126
92474876,2026-08-13T00:07:46.6721519,3130.718308,3116.117054,6261.436616,2,31297068
92659241,2026-08-13T13:19:53.9261889,3129.906903,3103.379158,6259.813807,2,29811536
92791996,2026-08-13T23:00:45.6807767,3129.600681,3123.427925,6259.201362,2,31075966
92754120,2026-08-13T20:15:05.8079037,3128.485892,3120.596842,6256.971785,2,31442021
92765153,2026-08-13T21:03:06.3276497,3128.387619,3125.347696,6256.775237,2,31440576
92587452,2026-08-13T08:11:43.9101918,3127.703126,3101.033175,6255.406252,2,31440079
92607970,2026-08-13T09:39:43.7751039,3127.433893,3105.908155,6254.867787,2,31052836
92687287,2026-08-13T15:19:54.6344239,3126.466764,3104.374607,6252.933528,2,30084478
92743034,2026-08-13T19:24:57.4203262,3125.064433,3103.920704,6250.128866,2,30585991
92587451,2026-08-13T08:11:43.9097265,3124.972570,3100.494710,6249.945140,2,29490209
