episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
90104951,2026-08-05T05:52:59.5824020,3022.814697,2964.934012,6045.629394,2,28574346
90073673,2026-08-05T02:48:59.1855959,3016.554301,2940.798682,6033.108602,2,28462406
90289025,2026-08-05T23:28:53.6950612,2981.624857,2975.887164,5963.249714,2,29179983
90280483,2026-08-05T22:40:51.4318924,2978.546571,2973.920581,5957.093142,2,29186653
90284042,2026-08-05T23:00:51.4357985,2978.497788,2976.183155,5956.995576,2,29152166
90293422,2026-08-05T23:52:50.8813273,2977.915600,2969.674570,5955.831200,2,28945395
90277580,2026-08-05T22:24:51.7903160,2971.657519,2952.589232,5943.315038,2,29081280
90286872,2026-08-05T23:16:54.0843603,2967.513227,2952.652969,5935.026454,2,29024512
90290397,2026-08-05T23:36:50.7505751,2967.464563,2954.894496,5934.929126,2,30368423
90170085,2026-08-05T12:13:01.5108246,2961.636184,2947.301702,5923.272368,2,28864441
90219149,2026-08-05T16:50:20.4908986,2960.234061,2950.442245,5920.468121,2,28615839
90218423,2026-08-05T16:46:19.9521762,2959.606183,2958.267254,5919.212366,2,28812349
90238409,2026-08-05T18:40:57.2530055,2958.536602,2939.180968,5917.073204,2,29000054
90273999,2026-08-05T22:04:51.1782595,2957.909557,2931.560389,5915.819114,2,29314029
90227027,2026-08-05T17:36:56.8862236,2955.728020,2950.557586,5911.456039,2,28626003
90153480,2026-08-05T10:37:00.5709224,2952.374679,2924.957144,5904.749358,2,28444533
90250447,2026-08-05T19:52:52.6561629,2951.854227,2944.768175,5903.708455,2,29047927
90269711,2026-08-05T21:40:51.2105534,2951.790747,2925.573364,5903.581494,2,29041808
90246217,2026-08-05T19:24:56.6492638,2951.586123,2935.219475,5903.172245,2,28959094
90259047,2026-08-05T20:40:50.9979721,2950.914924,2935.514658,5901.829849,2,28885409
90189728,2026-08-05T14:05:05.2794520,2950.476214,2934.516776,5900.952428,2,28903740
90265432,2026-08-05T21:16:51.0309112,2947.816573,2924.047197,5895.633146,2,28985429
90265401,2026-08-05T21:16:50.9648640,2947.573416,2937.502922,5895.146832,2,29287659
90294027,2026-08-05T23:56:50.2815953,2942.783801,2912.608673,5885.567602,2,30464977
90280458,2026-08-05T22:40:51.3734007,2942.193454,2925.564322,5884.386909,2,29011814
90097448,2026-08-05T05:09:01.0995117,2941.035358,2931.670446,5882.070715,2,28492946
90289674,2026-08-05T23:32:50.8339761,2940.361894,2938.269163,5880.723788,2,29989455
90130811,2026-08-05T08:25:00.1825048,2939.502308,2906.702451,5879.004616,2,28498015
90261185,2026-08-05T20:52:51.2939749,2937.529624,2930.777604,5875.059248,2,29161698
90291114,2026-08-05T23:40:50.5531828,2937.336263,2910.905226,5874.672526,2,30448539
90170793,2026-08-05T12:17:00.9143982,2936.476522,2917.065545,5872.953043,2,29163188
90217699,2026-08-05T16:42:20.8948946,2935.197629,2921.101856,5870.395257,2,28494474
90059519,2026-08-05T01:25:00.3261891,2935.156473,2934.836227,5870.312946,2,28581391
90278249,2026-08-05T22:28:53.9680957,2933.751287,2901.026956,5867.502574,2,29201675
90154808,2026-08-05T10:45:05.1371307,2933.674268,2881.655495,5867.348537,2,28579552
90249059,2026-08-05T19:40:57.0321055,2933.050114,2923.859851,5866.100229,2,28918396
90254720,2026-08-05T20:16:50.8422610,2933.035266,2907.445586,5866.070531,2,29069059
90277534,2026-08-05T22:24:51.7385042,2932.922081,2906.990009,5865.844162,2,29084424
90293295,2026-08-05T23:52:50.6813390,2932.797487,2900.113978,5865.594973,2,30103774
90292578,2026-08-05T23:48:52.8636700,2931.936208,2905.933929,5863.872417,2,30393960
90291195,2026-08-05T23:40:50.6577821,2931.582955,2905.031480,5863.165910,2,28894205
90057459,2026-08-05T01:13:00.7888258,2931.169102,2925.710039,5862.338204,2,28588053
90265433,2026-08-05T21:16:51.0308724,2930.030591,2928.241896,5860.061181,2,28830353
90293309,2026-08-05T23:52:50.7369253,2929.383369,2918.696844,5858.766738,2,28893627
90261132,2026-08-05T20:52:51.2367570,2928.706495,2892.558038,5857.412989,2,29057010
90056068,2026-08-05T01:04:59.7515525,2926.308763,2915.142838,5852.617526,2,28577102
90077708,2026-08-05T03:13:00.4188810,2924.934575,2917.118877,5849.869150,2,28419084
90118542,2026-08-05T07:12:59.3099173,2924.347591,2923.082514,5848.695182,2,28551572
90285497,2026-08-05T23:08:52.5454241,2923.970738,2922.942620,5847.941476,2,28891176
90289073,2026-08-05T23:28:53.7645277,2923.709824,2915.962952,5847.419648,2,28446838
90288225,2026-08-05T23:24:51.9512832,2923.381069,2921.938166,5846.762137,2,30317632
90190446,2026-08-05T14:09:02.6718878,2923.222421,2922.376825,5846.444842,2,28837323
90256883,2026-08-05T20:28:54.4642776,2923.152097,2907.607763,5846.304195,2,28477605
90274719,2026-08-05T22:08:51.8952492,2922.583139,2884.379840,5845.166277,2,28878730
90191865,2026-08-05T14:17:01.9876592,2920.974872,2911.480690,5841.949744,2,28826359
90063564,2026-08-05T01:48:58.8090467,2920.373704,2890.117758,5840.747407,2,28530681
90069646,2026-08-05T02:25:03.3657933,2920.280819,2914.867875,5840.561637,2,28584323
90254050,2026-08-05T20:12:51.2345009,2920.060366,2888.496881,5840.120732,2,29078014
90061574,2026-08-05T01:36:59.4797415,2919.604535,2895.848306,5839.209071,2,28570324
90078409,2026-08-05T03:16:58.9580123,2919.519123,2911.533235,5839.038247,2,28447745
90246903,2026-08-05T19:28:56.5187523,2917.776466,2882.575175,5835.552932,2,29217286
90268263,2026-08-05T21:32:51.1213628,2917.691598,2887.400566,5835.383195,2,29074256
90158270,2026-08-05T11:05:02.0804443,2917.443438,2915.778496,5834.886877,2,28550079
90193288,2026-08-05T14:25:01.1835959,2916.797289,2911.324111,5833.594577,2,28834372
90158981,2026-08-05T11:09:01.7713243,2916.363115,2909.452023,5832.726229,2,28844961
90233445,2026-08-05T18:12:57.6549670,2916.304675,2884.747251,5832.609350,2,29278327
90141100,2026-08-05T09:25:01.0698092,2916.302244,2899.913684,5832.604488,2,28411625
90215583,2026-08-05T16:30:21.8278706,2916.295480,2914.357245,5832.590960,2,29078539
90272579,2026-08-05T21:56:51.0349749,2915.876968,2876.523844,5831.753936,2,29182287
90288945,2026-08-05T23:28:53.5894556,2915.327935,2876.159293,5830.655869,2,30460350
90280453,2026-08-05T22:40:51.3676001,2913.309156,2900.039265,5826.618312,2,28750591
90239821,2026-08-05T18:48:56.1042543,2913.067354,2901.467529,5826.134708,2,29322427
90167953,2026-08-05T12:01:03.0153403,2912.367089,2907.119530,5824.734179,2,28882121
90269744,2026-08-05T21:40:51.3135044,2912.091512,2889.893547,5824.183025,2,28381331
90273957,2026-08-05T22:04:51.0798987,2912.057338,2900.318117,5824.114676,2,29224504
90276173,2026-08-05T22:16:50.6366813,2912.004106,2892.028109,5824.008211,2,28817388
90255430,2026-08-05T20:20:50.9318405,2911.985541,2908.931285,5823.971083,2,29332976
90077041,2026-08-05T03:09:00.6680434,2911.547807,2904.954999,5823.095614,2,28416851
90287637,2026-08-05T23:20:51.8325618,2911.330234,2910.606862,5822.660467,2,28827214
90050564,2026-08-05T00:33:00.2687745,2911.057052,2877.161902,5822.114105,2,28573681
90075682,2026-08-05T03:00:58.1265135,2910.985030,2882.250767,5821.970060,2,28571311
90288973,2026-08-05T23:28:53.6409079,2910.504980,2875.525185,5821.009961,2,30472317
90288253,2026-08-05T23:24:51.9807055,2909.206465,2882.674528,5818.412930,2,30468611
90276099,2026-08-05T22:16:50.5092567,2909.195613,2906.266159,5818.391225,2,27919449
90249063,2026-08-05T19:40:57.0564525,2908.941813,2876.395890,5817.883627,2,28646470
90169370,2026-08-05T12:09:02.4572359,2908.850285,2881.874863,5817.700569,2,28879817
90062216,2026-08-05T01:41:04.2888576,2908.631413,2889.551228,5817.262826,2,28515794
90252636,2026-08-05T20:04:50.6839065,2908.494340,2885.909816,5816.988680,2,28986136
90240529,2026-08-05T18:52:57.2409827,2908.249787,2898.606844,5816.499573,2,28515134
90245513,2026-08-05T19:20:57.1020814,2908.226527,2902.111075,5816.453054,2,29331562
90283301,2026-08-05T22:56:50.7626992,2908.169264,2886.665151,5816.338527,2,29329489
90291227,2026-08-05T23:40:50.6925599,2907.508701,2904.031964,5815.017402,2,29079324
90260417,2026-08-05T20:48:57.1627631,2907.244209,2885.055789,5814.488418,2,29107968
90258281,2026-08-05T20:36:50.6453117,2907.127907,2877.712047,5814.255814,2,29242925
90294045,2026-08-05T23:56:50.3012224,2906.943780,2894.448140,5813.887559,2,28866228
90168654,2026-08-05T12:05:02.8185555,2906.854969,2886.583089,5813.709937,2,28887995
90291849,2026-08-05T23:44:50.4023817,2906.734110,2863.769076,5813.468221,2,30714408
90217026,2026-08-05T16:38:24.4755469,2906.537376,2874.820571,5813.074752,2,29063710
90217713,2026-08-05T16:42:20.9103008,2906.291199,2904.690546,5812.582398,2,29188424
90098133,2026-08-05T05:13:00.1789923,2905.200063,2874.523200,5810.400126,2,28435945
90064934,2026-08-05T01:57:00.3561528,2904.801300,2869.146288,5809.602601,2,28548114
90257567,2026-08-05T20:32:51.0578824,2904.001572,2885.057114,5808.003144,2,29037373
90289799,2026-08-05T23:32:51.0011226,2903.886347,2864.737217,5807.772693,2,28799701
90251853,2026-08-05T20:00:51.6730190,2903.471069,2881.563507,5806.942139,2,29181139
90285442,2026-08-05T23:08:52.4634837,2903.110076,2877.840996,5806.220151,2,29311950
90121273,2026-08-05T07:28:59.6873231,2903.074957,2882.184000,5806.149913,2,28397418
90267571,2026-08-05T21:28:53.7554686,2901.069796,2852.542819,5802.139592,2,29355615
90219883,2026-08-05T16:57:08.6384322,2900.770653,2899.937555,5801.541306,2,29215553
90157565,2026-08-05T11:01:00.3726346,2900.758408,2892.842900,5801.516816,2,28580049
90228460,2026-08-05T17:44:57.6817442,2900.726215,2898.484806,5801.452431,2,28821059
90153504,2026-08-05T10:37:00.6049601,2900.498526,2883.200502,5800.997052,2,28782268
90055388,2026-08-05T01:00:59.0757358,2900.484406,2876.147066,5800.968812,2,28550783
90102198,2026-08-05T05:37:00.4595048,2900.239765,2878.566061,5800.479530,2,28875298
90245487,2026-08-05T19:20:57.0394870,2900.215332,2892.501788,5800.430664,2,29285698
90256132,2026-08-05T20:24:50.4968468,2899.664972,2883.224917,5799.329945,2,29279424
90284045,2026-08-05T23:00:51.4412858,2899.385635,2881.283561,5798.771269,2,28790880
90243367,2026-08-05T19:08:56.0478837,2899.256846,2852.670526,5798.513692,2,28951015
90274697,2026-08-05T22:08:51.8670863,2897.578222,2842.375720,5795.156444,2,28831648
90276826,2026-08-05T22:20:50.5354035,2897.282717,2881.098875,5794.565434,2,28856466
90044961,2026-08-05T00:00:59.0213599,2897.133069,2864.177241,5794.266138,2,28542027
90065613,2026-08-05T02:00:59.5180776,2897.039913,2860.699169,5794.079827,2,28562695
90124682,2026-08-05T07:48:59.1719503,2896.533570,2880.279118,5793.067140,2,28878031
90256834,2026-08-05T20:28:54.3842451,2896.031834,2893.310189,5792.063668,2,29156321
90211207,2026-08-05T16:06:18.6874812,2895.892697,2861.246523,5791.785394,2,27934065
90165194,2026-08-05T11:45:02.8764224,2895.342070,2889.323822,5790.684140,2,28908248
90268997,2026-08-05T21:36:51.1862284,2894.668407,2891.065390,5789.336814,2,29326407
90273325,2026-08-05T22:00:51.3349380,2892.996329,2887.560536,5785.992657,2,28358692
90054009,2026-08-05T00:53:00.8930646,2892.812806,2878.557867,5785.625613,2,28571864
90281874,2026-08-05T22:48:53.5639350,2892.803965,2867.576689,5785.607930,2,29003104
90216325,2026-08-05T16:34:20.9899496,2892.364644,2856.427947,5784.729289,2,28832931
90192570,2026-08-05T14:21:00.7177403,2892.203783,2823.139911,5784.407565,2,29076502
90284046,2026-08-05T23:00:51.4417181,2891.095616,2876.886031,5782.191233,2,29324294
90239831,2026-08-05T18:48:56.1098788,2891.036338,2866.306846,5782.072676,2,29032888
