episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
99680808,2026-08-26T01:21:32.2676496,3075.180535,3069.255519,6150.361070,2,31479259
99653377,2026-08-26T00:33:33.8206224,3071.103289,3068.508188,6142.206578,2,31515865
99653379,2026-08-26T00:33:33.8218420,3071.103289,3063.772828,6142.206578,2,31462751
99710360,2026-08-26T02:13:40.3702869,3069.328093,3064.906771,6138.656185,2,30785757
99746942,2026-08-26T03:18:05.5116469,3069.328093,3060.559675,6138.656185,2,31504787
99788036,2026-08-26T04:30:03.3848977,3066.943230,3056.367893,6133.886461,2,31408952
99746938,2026-08-26T03:18:05.5080879,3066.943230,3060.654614,6133.886461,2,31430985
99833639,2026-08-26T05:50:08.8607029,3066.891547,3061.111304,6133.783094,2,31395498
99833633,2026-08-26T05:50:08.8577057,3066.891547,3056.808183,6133.783094,2,30789899
100013965,2026-08-26T11:06:38.7529904,3065.609306,3038.869505,6131.218612,2,31629436
100075619,2026-08-26T12:54:40.1811484,3063.495345,3031.054246,6126.990690,2,31652345
99890702,2026-08-26T07:30:36.7989246,3062.342850,3039.792843,6124.685700,2,31551951
99890707,2026-08-26T07:30:36.8021812,3062.342850,3043.689266,6124.685700,2,30457417
100148654,2026-08-26T15:02:52.2265164,3061.476866,3032.700209,6122.953732,2,31640309
99954642,2026-08-26T09:22:35.8912199,3059.546108,3030.507103,6119.092216,2,30956088
100223990,2026-08-26T17:18:50.2941818,3058.374383,3022.997261,6116.748767,2,31655684
100223986,2026-08-26T17:18:50.2895261,3058.374383,3019.601235,6116.748767,2,30943620
100439982,2026-08-26T23:39:23.4800631,3058.043940,3029.895242,6116.087879,2,31613828
99680809,2026-08-26T01:21:32.2695516,3057.712986,3038.763290,6115.425971,2,31257682
99680807,2026-08-26T01:21:32.2670838,3057.712986,3042.775241,6115.425971,2,30408076
99710371,2026-08-26T02:13:40.3788541,3056.629561,3043.858455,6113.259121,2,30146475
100287470,2026-08-26T19:11:17.1805947,3055.607478,3020.008563,6111.214956,2,31357354
99653378,2026-08-26T00:33:33.8210309,3052.894603,3046.917783,6105.789206,2,31345469
99890703,2026-08-26T07:30:36.7987651,3052.769865,3047.710789,6105.539729,2,31081667
99833637,2026-08-26T05:50:08.8609066,3052.769865,3052.183011,6105.539729,2,31346379
99788035,2026-08-26T04:30:03.3845695,3052.498037,3051.748331,6104.996073,2,29748179
99788037,2026-08-26T04:30:03.3845414,3052.498037,3048.731547,6104.996073,2,30953577
99746941,2026-08-26T03:18:05.5107038,3052.209065,3048.628180,6104.418130,2,31545147
100426284,2026-08-26T23:15:19.0289535,3051.432606,3009.272473,6102.865212,2,30595994
100337609,2026-08-26T20:39:14.4980627,3051.141979,3007.815849,6102.283957,2,31198395
100223991,2026-08-26T17:18:50.2952904,3049.895949,3026.495244,6099.791899,2,31208434
100075627,2026-08-26T12:54:40.1871216,3046.987772,3034.641582,6093.975543,2,31500099
100337610,2026-08-26T20:39:14.4992215,3046.763209,3011.077564,6093.526417,2,31576567
100075622,2026-08-26T12:54:40.1860392,3045.194104,3027.017289,6090.388207,2,30945431
100380803,2026-08-26T21:55:14.5493771,3045.132351,3001.230782,6090.264702,2,31456131
100380806,2026-08-26T21:55:14.5576103,3045.132351,3004.475718,6090.264702,2,31151942
99954641,2026-08-26T09:22:35.8910060,3044.168022,3035.457363,6088.336044,2,31800755
100415025,2026-08-26T22:55:17.3907905,3034.474552,2969.156785,6068.949104,2,32087816
100415026,2026-08-26T22:55:17.3924388,3032.406717,2972.957541,6064.813434,2,30777077
100380802,2026-08-26T21:55:14.5487687,3031.942730,2966.761142,6063.885460,2,30434971
99692196,2026-08-26T01:41:32.4746385,3021.735360,2968.974890,6043.470720,2,30467382
100287477,2026-08-26T19:11:17.1812873,3018.965099,2961.763902,6037.930197,2,30215043
100287471,2026-08-26T19:11:17.1801236,3018.965099,2958.970002,6037.930197,2,30353609
100223989,2026-08-26T17:18:50.2932053,3017.030420,2964.633542,6034.060839,2,29394059
100148659,2026-08-26T15:02:52.2321023,3015.862616,2965.300353,6031.725232,2,30152604
100013971,2026-08-26T11:06:38.7597823,3008.442781,2977.786019,6016.885563,2,30007062
100013973,2026-08-26T11:06:38.7614235,3008.442781,2974.252064,6016.885563,2,30366290
99954645,2026-08-26T09:22:35.8949015,3007.813780,2981.428200,6015.627559,2,30872154
100451393,2026-08-26T23:59:17.7995090,3003.776372,2968.625827,6007.552744,2,32513430
100449116,2026-08-26T23:55:20.1386199,3003.490148,2972.133727,6006.980296,2,31946055
100444552,2026-08-26T23:47:22.1930415,3001.750952,2975.757753,6003.501905,2,32307430
100442271,2026-08-26T23:43:20.4859179,3001.326515,2979.549228,6002.653031,2,31940024
100430844,2026-08-26T23:23:17.3277136,3001.000384,2981.960322,6002.000768,2,31607288
100148656,2026-08-26T15:02:52.2276661,2999.000281,2961.855623,5998.000562,2,30938295
100148657,2026-08-26T15:02:52.2289806,2999.000281,2967.635960,5998.000562,2,30211422
100437703,2026-08-26T23:35:23.8559211,2998.381651,2974.122928,5996.763302,2,32148022
100435418,2026-08-26T23:31:25.1427793,2997.790810,2977.970576,5995.581619,2,31205479
100423997,2026-08-26T23:11:21.8199344,2993.071651,2985.976320,5986.143301,2,31947151
100337614,2026-08-26T20:39:14.5038199,2992.256188,2969.946153,5984.512375,2,30284777
100287475,2026-08-26T19:11:17.1841409,2989.285618,2964.503813,5978.571237,2,30375064
100419436,2026-08-26T23:03:20.7277995,2988.879314,2987.370632,5977.758627,2,31666673
100380805,2026-08-26T21:55:14.5555754,2987.346559,2969.417352,5974.693118,2,30642994
100414868,2026-08-26T22:55:17.1111857,2986.370746,2977.646665,5972.741492,2,32114594
100410300,2026-08-26T22:47:20.4954722,2984.185447,2968.314527,5968.370893,2,32138108
100433122,2026-08-26T23:27:24.9070972,2984.059436,2955.833140,5968.118873,2,31002954
100428561,2026-08-26T23:19:21.4855646,2982.294514,2950.165782,5964.589029,2,30582746
100421713,2026-08-26T23:07:23.2278335,2973.648241,2953.770605,5947.296483,2,31582244
100013966,2026-08-26T11:06:38.7536970,2972.731816,2890.357593,5945.463631,2,32360403
100417157,2026-08-26T22:59:18.3233451,2968.839318,2957.762112,5937.678636,2,31348785
100408015,2026-08-26T22:43:17.7260003,2960.344518,2958.646404,5920.689037,2,30537870
99858734,2026-08-26T06:34:11.6657801,2955.263595,2937.725252,5910.527190,2,30796545
100446836,2026-08-26T23:51:21.1077483,2952.717151,2874.878740,5905.434302,2,32706995
100337612,2026-08-26T20:39:14.5024620,2938.686200,2903.910065,5877.372401,2,31053560
100075623,2026-08-26T12:54:40.1857322,2933.893590,2899.432866,5867.787179,2,31048874
99920421,2026-08-26T08:22:35.8961589,2924.520483,2873.206249,5849.040965,2,30113449
100412587,2026-08-26T22:51:18.1984562,2923.378869,2872.932665,5846.757739,2,32792524
99765183,2026-08-26T03:50:03.5553115,2922.491933,2878.879523,5844.983867,2,30727694
99724096,2026-08-26T02:38:05.7879892,2922.491933,2882.132885,5844.983867,2,31157798
100403451,2026-08-26T22:35:16.9304479,2921.322816,2898.758676,5842.645632,2,32927779
99637329,2026-08-26T00:05:31.7916013,2915.988801,2871.800877,5831.977602,2,28799578
99806235,2026-08-26T05:02:05.7161873,2915.012705,2891.838272,5830.025411,2,32554143
99856428,2026-08-26T06:30:07.8707421,2909.617510,2877.452098,5819.235020,2,30683750
99721897,2026-08-26T02:33:39.1750006,2906.557317,2872.799956,5813.114633,2,32511666
100401166,2026-08-26T22:31:15.8824218,2905.981967,2876.005456,5811.963935,2,32180335
99673783,2026-08-26T01:09:31.9176134,2903.820228,2874.327934,5807.640455,2,32649093
100392026,2026-08-26T22:15:16.4323009,2903.682768,2902.672663,5807.365535,2,32518480
99762908,2026-08-26T03:46:03.5090883,2903.227624,2862.793850,5806.455247,2,32346903
99808522,2026-08-26T05:06:05.9633172,2902.939607,2837.134945,5805.879213,2,30528447
99692170,2026-08-26T01:41:32.4577023,2899.937023,2863.106509,5799.874045,2,32325640
99648905,2026-08-26T00:25:32.6785173,2897.580582,2859.447836,5795.161164,2,31628286
100287468,2026-08-26T19:11:17.1652862,2896.300439,2887.409308,5792.600878,2,30546454
100405729,2026-08-26T22:39:18.3892116,2893.582046,2837.542666,5787.164092,2,32624055
100396593,2026-08-26T22:23:15.8445382,2890.745458,2860.352927,5781.490916,2,31275809
99660081,2026-08-26T00:45:32.9880323,2890.683649,2851.736435,5781.367297,2,32587252
100398877,2026-08-26T22:27:17.1012124,2885.686083,2843.111060,5771.372167,2,32827289
99856427,2026-08-26T06:30:07.8681756,2884.752240,2881.047881,5769.504481,2,31452725
99719558,2026-08-26T02:29:34.9960236,2884.431166,2876.347097,5768.862331,2,30519738
99637359,2026-08-26T00:05:31.8526883,2883.925265,2859.081437,5767.850530,2,32078527
99918119,2026-08-26T08:18:37.4006930,2883.437185,2881.611909,5766.874369,2,30090267
99662370,2026-08-26T00:49:32.4983937,2881.097851,2858.898988,5762.195702,2,30542451
100394313,2026-08-26T22:19:17.7529908,2879.686722,2846.416660,5759.373444,2,30462526
99664836,2026-08-26T00:53:34.4172239,2878.340154,2794.315138,5756.680308,2,30713260
100433299,2026-08-26T23:27:25.2312304,2877.412461,2852.252571,5754.824922,2,31258877
99683095,2026-08-26T01:25:32.5614741,2873.669977,2872.112632,5747.339954,2,31958932
99979758,2026-08-26T10:06:33.6061182,2873.358149,2857.346444,5746.716299,2,29780735
100337608,2026-08-26T20:39:14.4970767,2872.558407,2859.619312,5745.116815,2,30510248
99749257,2026-08-26T03:22:02.6949423,2871.697924,2866.140570,5743.395849,2,30807462
99712658,2026-08-26T02:17:34.0555778,2871.007467,2870.595892,5742.014934,2,30497686
99666933,2026-08-26T00:57:32.2636404,2870.327323,2870.019113,5740.654646,2,30547613
100223987,2026-08-26T17:18:50.2918242,2870.164178,2839.479768,5740.328356,2,30189617
100380804,2026-08-26T21:55:14.5540207,2868.503955,2829.702584,5737.007911,2,31015633
100134962,2026-08-26T14:39:04.3395808,2868.500757,2843.126468,5737.001513,2,30273597
99806230,2026-08-26T05:02:05.7161929,2867.362691,2858.451537,5734.725382,2,31493195
99685206,2026-08-26T01:29:46.8604735,2867.317831,2860.105418,5734.635663,2,32016706
99676066,2026-08-26T01:13:38.3135437,2867.243964,2855.206826,5734.487927,2,31833193
100428667,2026-08-26T23:19:21.6422554,2866.642796,2856.066246,5733.285591,2,31416281
100075620,2026-08-26T12:54:40.1843820,2866.118312,2838.153347,5732.236625,2,29855648
100212580,2026-08-26T16:58:49.8863218,2865.989292,2843.552563,5731.978583,2,29661285
99760614,2026-08-26T03:42:02.8349967,2864.158803,2832.200243,5728.317606,2,32433408
99689900,2026-08-26T01:37:32.2210769,2864.148689,2830.854089,5728.297378,2,32443288
99918115,2026-08-26T08:18:37.3971818,2860.452098,2837.898909,5720.904197,2,31026937
